2.010E-001    1.3914  3.249E-011
2.019E-001    1.3901  2.0E-011
2.100E-001    1.3801  2.0E-011
2.500E-001    1.3509  2.0E-011
3.000E-001    1.3339  2.0E-011
3.500E-001    1.3249  2.0E-011
3.900E-001    1.3203  2.0E-011
4.000E-001    1.3194  2.365E-011
4.100E-001    1.3185  2.669E-011
4.200E-001    1.3177  3.135E-011
4.300E-001    1.3170  4.140E-011
4.400E-001    1.3163  6.268E-011
4.500E-001    1.3157  9.239E-011
4.600E-001    1.3151  1.325E-010
4.700E-001    1.3145  1.956E-010
4.800E-001    1.3140  2.861E-010
4.900E-001    1.3135  4.172E-010
5.000E-001    1.3130  5.889E-010
5.100E-001    1.3126  8.036E-010
5.200E-001    1.3121  1.076E-009
5.300E-001    1.3117  1.409E-009
5.400E-001    1.3114  1.813E-009
5.500E-001    1.3110  2.289E-009
5.600E-001    1.3106  2.839E-009
5.700E-001    1.3103  3.461E-009
5.800E-001    1.3100  4.159E-009
5.900E-001    1.3097  4.930E-009
6.000E-001    1.3094  5.730E-009
6.100E-001    1.3091  6.890E-009
6.200E-001    1.3088  8.580E-009
6.300E-001    1.3085  1.040E-008
6.400E-001    1.3083  1.220E-008
6.500E-001    1.3080  1.430E-008
6.600E-001    1.3078  1.660E-008
6.700E-001    1.3076  1.890E-008
6.800E-001    1.3073  2.090E-008
6.900E-001    1.3071  2.400E-008
7.000E-001    1.3069  2.900E-008
7.100E-001    1.3067  3.440E-008
7.200E-001    1.3065  4.030E-008
7.300E-001    1.3062  4.300E-008
7.400E-001    1.3060  4.920E-008
7.500E-001    1.3059  5.870E-008
7.600E-001    1.3057  7.080E-008
7.700E-001    1.3055  8.580E-008
7.800E-001    1.3053  1.020E-007
7.900E-001    1.3051  1.180E-007
8.000E-001    1.3049  1.340E-007
8.100E-001    1.3047  1.400E-007
8.200E-001    1.3046  1.430E-007
8.300E-001    1.3044  1.450E-007
8.400E-001    1.3042  1.510E-007
8.500E-001    1.3040  1.830E-007
8.600E-001    1.3039  2.150E-007
8.700E-001    1.3037  2.650E-007
8.800E-001    1.3035  3.350E-007
8.900E-001    1.3033  3.920E-007
9.000E-001    1.3032  4.200E-007
9.100E-001    1.3030  4.440E-007
9.200E-001    1.3028  4.740E-007
9.300E-001    1.3027  5.110E-007
9.400E-001    1.3025  5.530E-007
9.500E-001    1.3023  6.020E-007
9.600E-001    1.3022  7.550E-007
9.700E-001    1.3020  9.260E-007
9.800E-001    1.3019  1.120E-006
9.900E-001    1.3017  1.330E-006
1.000E+000    1.3015  1.620E-006
1.010E+000    1.3014  2.000E-006
1.020E+000    1.3012  2.250E-006
1.030E+000    1.3010  2.330E-006
1.040E+000    1.3009  2.330E-006
1.050E+000    1.3007  2.170E-006
1.060E+000    1.3005  1.960E-006
1.070E+000    1.3003  1.810E-006
1.080E+000    1.3002  1.740E-006
1.090E+000    1.3000  1.730E-006
1.100E+000    1.2998  1.700E-006
1.110E+000    1.2997  1.760E-006
1.120E+000    1.2995  1.820E-006
1.130E+000    1.2993  2.040E-006
1.140E+000    1.2991  2.250E-006
1.150E+000    1.2990  2.290E-006
1.160E+000    1.2988  3.040E-006
1.170E+000    1.2986  3.840E-006
1.180E+000    1.2984  4.770E-006
1.190E+000    1.2982  5.760E-006
1.200E+000    1.2980  6.710E-006
1.210E+000    1.2979  8.660E-006
1.220E+000    1.2977  1.020E-005
1.230E+000    1.2975  1.130E-005
1.240E+000    1.2973  1.220E-005
1.250E+000    1.2971  1.290E-005
1.260E+000    1.2969  1.320E-005
1.270E+000    1.2967  1.350E-005
1.280E+000    1.2965  1.330E-005
1.290E+000    1.2963  1.320E-005
1.300E+000    1.2961  1.320E-005
1.310E+000    1.2959  1.310E-005
1.320E+000    1.2957  1.320E-005
1.330E+000    1.2955  1.320E-005
1.340E+000    1.2953  1.340E-005
1.350E+000    1.2951  1.390E-005
1.360E+000    1.2949  1.420E-005
1.370E+000    1.2946  1.480E-005
1.380E+000    1.2944  1.580E-005
1.390E+000    1.2941  1.740E-005
1.400E+000    1.2939  1.980E-005
1.410E+000    1.2937  3.442E-005
1.420E+000    1.2934  5.959E-005
1.430E+000    1.2931  1.028E-004
1.440E+000    1.2929  1.516E-004
1.449E+000    1.2927  2.030E-004
1.460E+000    1.2924  2.942E-004
1.471E+000    1.2921  3.987E-004
1.481E+000    1.2920  4.941E-004
1.493E+000    1.2918  5.532E-004
1.504E+000    1.2916  5.373E-004
1.515E+000    1.2914  5.143E-004
1.527E+000    1.2912  4.908E-004
1.538E+000    1.2909  4.594E-004
1.563E+000    1.2903  3.858E-004
1.587E+000    1.2897  3.105E-004
1.613E+000    1.2890  2.659E-004
1.650E+000    1.2879  2.361E-004
1.680E+000    1.2870  2.046E-004
1.700E+000    1.2863  1.875E-004
1.730E+000    1.2853  1.650E-004
1.760E+000    1.2843  1.522E-004
1.800E+000    1.2828  1.411E-004
1.830E+000    1.2816  1.302E-004
1.840E+000    1.2811  1.310E-004
1.850E+000    1.2807  1.339E-004
1.855E+000    1.2805  1.377E-004
1.860E+000    1.2802  1.432E-004
1.870E+000    1.2797  1.632E-004
1.890E+000    1.2788  2.566E-004
1.905E+000    1.2780  4.081E-004
1.923E+000    1.2771  7.060E-004
1.942E+000    1.2762  1.108E-003
1.961E+000    1.2756  1.442E-003
1.980E+000    1.2750  1.614E-003
2.000E+000    1.2744  1.640E-003
2.020E+000    1.2736  1.566E-003
2.041E+000    1.2728  1.458E-003
2.062E+000    1.2718  1.267E-003
2.083E+000    1.2707  1.023E-003
2.105E+000    1.2694  7.586E-004
2.130E+000    1.2677  5.255E-004
2.150E+000    1.2663  4.025E-004
2.170E+000    1.2648  3.235E-004
2.190E+000    1.2633  2.707E-004
2.220E+000    1.2609  2.228E-004
2.240E+000    1.2591  2.037E-004
2.245E+000    1.2587  2.026E-004
2.250E+000    1.2582  2.035E-004
2.260E+000    1.2573  2.078E-004
2.270E+000    1.2564  2.171E-004
2.290E+000    1.2545  2.538E-004
2.310E+000    1.2525  3.138E-004
2.330E+000    1.2504  3.858E-004
2.350E+000    1.2482  4.591E-004
2.370E+000    1.2459  5.187E-004
2.390E+000    1.2435  5.605E-004
2.410E+000    1.2409  5.956E-004
2.430E+000    1.2382  6.259E-004
2.460E+000    1.2337  6.820E-004
2.500E+000    1.2270  7.530E-004
